Stage,Player 1 Ringname,Player 1 Rank,Player 1 Character,Player 2 Ringname,Player 2 Rank,Player 2 Character,round_number,Winning Player Number,How Round Ended,Time Remaining When Round Ended,Shun.Drinks.1P,Shun.Drinks.2P,Strike First Player,P1 Health,P2 Health,P1 Rounds Won So Far,P2 Rounds Won So Far,Match Winner
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,0,0,NA,0,,
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,45,0,0,,100,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,100,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,44,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,43,0,0,,86,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,43,0,0,,82,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,43,0,0,,81,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,43,0,0,,81,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,43,0,0,,76,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,42,0,0,,76,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,42,0,0,,72,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,42,0,0,,70,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,42,0,0,,72,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,69,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,68,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,68,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,68,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,68,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,41,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,40,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,39,0,0,,59,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,39,0,0,,48,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,39,0,0,,48,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,39,0,0,,47,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,39,0,0,,46,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,43,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,42,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,40,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,38,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,37,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,36,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,36,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,35,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,35,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,34,0,0,,34,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,32,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,33,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,35,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,33,0,0,,37,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,32,0,0,,21,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,32,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,32,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,32,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,31,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,31,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,31,0,0,,18,100,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,31,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,30,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,18,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,16,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,15,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,15,93,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,17,82,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,29,0,0,,18,82,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,28,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,28,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,28,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,28,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,28,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,80,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,80,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,80,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,79,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,79,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,27,0,0,,18,80,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,26,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,26,0,0,,18,81,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,26,0,0,,18,82,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,26,0,0,,18,73,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,26,0,0,,18,69,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,25,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,17,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,14,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,14,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,16,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,17,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,24,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,23,0,0,,18,65,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,23,0,0,,18,65,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,23,0,0,,18,64,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,23,0,0,,18,63,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,23,0,0,,18,62,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,62,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,62,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,62,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,64,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,64,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,65,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,22,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,18,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,21,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,66,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,61,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,61,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,9,58,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,20,0,0,,8,55,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,7,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,8,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,9,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,9,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,9,54,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,19,0,0,,9,53,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,53,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,53,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,53,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,53,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,51,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,,18,0,0,,9,51,0,0,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,1,2,KO,18.00,,,,9,51,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,45,0,0,,100,100,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,44,0,0,,100,100,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,44,0,0,,100,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,44,0,0,,100,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,44,0,0,,100,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,44,0,0,,100,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,43,0,0,,100,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,43,0,0,,91,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,43,0,0,,91,95,0,1,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,2,2,,43,0,0,,91,95,0,1,2
