Stage,Player 1 Ringname,Player 1 Rank,Player 1 Character,Player 2 Ringname,Player 2 Rank,Player 2 Character,round_number,Winning Player Number,How Round Ended,Time Remaining When Round Ended,Shun.Drinks.1P,Shun.Drinks.2P,Strike First Player,P1 Health,P2 Health,P1 Rounds Won So Far,P2 Rounds Won So Far,Match Winner
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,68,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,37,0,0,,81,68,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,68,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,81,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,80,66,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,80,65,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,36,0,0,,80,66,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,80,67,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,79,68,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,80,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,80,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,74,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,35,0,0,,74,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,74,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,69,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,64,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,34,0,0,,75,64,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,33,0,0,,75,55,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,33,0,0,,75,52,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,33,0,0,,75,48,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,33,0,0,,75,48,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,75,48,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,75,45,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,75,37,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,74,34,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,74,34,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,32,0,0,,74,34,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,31,0,0,,74,37,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,31,0,0,,74,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,31,0,0,,73,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,31,0,0,,73,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,31,0,0,,72,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,72,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,72,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,72,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,74,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,74,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,74,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,71,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,30,0,0,,64,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,58,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,29,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,28,0,0,,56,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,46,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,51,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,46,37,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,45,35,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,44,35,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,44,35,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,40,34,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,27,0,0,,39,35,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,37,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,40,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,38,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,36,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,26,0,0,,33,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,28,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,28,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,28,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,28,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,28,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,27,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,25,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,24,0,0,,26,39,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,26,27,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,26,23,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,26,23,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,25,16,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,23,0,0,,25,16,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,22,0,0,,22,15,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,22,0,0,,21,17,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,22,0,0,,23,19,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,22,0,0,,25,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,22,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,21,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,20,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,19,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,18,0,0,,26,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,18,0,0,,10,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,18,0,0,,7,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,18,0,0,,7,18,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,7,14,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,8,16,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,7,19,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,7,19,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,17,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,16,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,15,0,0,,8,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,14,0,0,,3,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,,14,0,0,,3,20,1,2,2
Palace,B.S.R-NA,27,Wolf,SuperGolden,30,Blaze,4,2,KO,14.00,,,,3,20,1,3,2